Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Work Hours per Week,Sleep Hours,Work-Life Balance Score,Manager Support Score,Deadline Pressure Score,Team Size,Recognition Frequency,Rango_Descanso
Female,Service,Yes,4,7,7.711933325481031,0.67,53,4.9,1,1,4,14,0,5.0
Male,Service,Yes,1,3,4.9,0.38,37,7.2,5,3,1,11,3,7.5
Male,Product,Yes,3,4,6.3,0.47,49,4.9,1,1,4,6,1,5.0
Male,Service,No,4,8,8.0,0.69,55,6.1,2,1,4,9,0,6.5
Male,Service,No,2,7,7.1,0.72,51,5.8,1,2,4,3,0,6.0
Male,Service,No,4,8,7.3,0.73,53,5.5,1,1,5,18,1,5.5
Female,Product,No,4,8,8.2,0.72,55,6.0,1,3,4,8,0,6.0
Female,Product,No,2,6,7.1,0.58,59,4.6,2,1,4,6,1,5.0
Female,Service,Yes,2,5,4.5,0.38,40,6.8,4,4,2,8,4,7.0
Female,Service,Yes,1,4,5.0,0.36,39,7.9,3,3,1,16,4,8.0
Male,Service,No,2,5,4.2,0.32,43,6.7,3,5,1,19,2,7.0
Male,Product,Yes,1,3,4.8,0.35,42,7.1,4,4,1,15,2,7.5
Female,Service,Yes,4,8,9.4,0.83,48,5.0,2,2,5,17,1,5.0
Male,Service,Yes,4,7,7.9,0.73,50,4.1,2,1,5,8,1,4.5
Male,Product,Yes,0,2,2.1,0.15,42,6.3,3,5,2,18,5,6.5
Male,Service,Yes,2,5,4.2,0.3,44,6.6,5,5,3,5,3,7.0
Male,Service,No,1,3,6.6,0.47,48,5.7,1,1,4,19,0,6.0
Female,Product,No,4,6,7.1,0.68,56,5.8,2,3,5,18,0,6.0
Male,Product,No,5,10,9.7,0.87,49,6.1,2,2,5,11,0,6.5
Female,Product,Yes,1,2,5.5,0.4,36,7.5,5,5,1,16,3,7.5
Female,Service,No,1,3,5.2,0.43,53,4.8,2,1,4,18,1,5.0
Male,Product,No,4,7,8.4,0.64,50,5.0,1,1,4,10,0,5.0
Male,Product,No,2,3,3.4,0.26,44,6.2,4,3,1,15,2,6.5
Male,Service,No,2,4,7.2,0.59,51,5.6,2,3,5,6,0,6.0
Male,Service,No,2,6,7.0,0.52,55,5.8,2,2,5,7,1,6.0
Female,Service,No,2,5,7.3,0.56,50,5.9,1,1,5,11,0,6.0
Male,Service,No,3,6,6.5,0.56,56,5.1,1,3,5,3,1,5.5
Female,Service,Yes,0,1,3.9037386766411246,0.25,44,7.0,3,5,2,9,2,7.0
Male,Service,No,1,4,5.8,0.53,53,5.7,2,1,4,17,1,6.0
Male,Service,No,2,4,6.2,0.4,38,7.6,4,4,1,18,3,8.0
Female,Service,No,2,4,4.2,0.31,37,6.4,3,4,2,6,5,6.5
Male,Product,No,3,7,8.9,0.83,55,5.6,1,2,4,9,1,6.0
Male,Service,No,1,5,6.6,0.54,49,5.5,2,2,5,9,0,5.5
Female,Service,Yes,2,3,5.5,0.36,42,7.0,4,4,2,19,3,7.0
Male,Product,No,2,6,7.5,0.55,52,5.3,1,2,5,7,0,5.5
Male,Service,Yes,1,2,3.8,0.22,40,6.8,5,4,2,18,4,7.0
Male,Service,Yes,4,7,6.9,0.69,53,5.8,2,2,4,14,1,6.0
Female,Product,Yes,3,5,5.0,0.4,40,7.2,4,4,3,14,2,7.5
Male,Service,Yes,3,6,7.9,0.64,56,5.3,1,1,5,13,0,5.5
Male,Service,Yes,3,5,6.5,0.48,50,5.9,1,2,4,6,0,6.0
Female,Service,Yes,1,3,5.2,0.39,37,7.5,4,4,1,11,2,7.5
Female,Service,Yes,3,5,5.6,0.4,38,7.2,5,4,2,4,2,7.5
Female,Product,Yes,2,4,6.2,0.49,55,5.9,1,3,5,13,1,6.0
Male,Service,Yes,2,4,3.0098903845151392,0.16,43,6.0,4,4,3,9,3,6.0
Female,Service,No,2,2,3.9,0.29,37,7.1,5,5,2,16,2,7.5
Male,Service,Yes,2,5,6.1,0.41,48,5.4,2,1,4,16,0,5.5
Male,Service,Yes,2,5,5.5,0.37,38,6.6,4,4,3,8,2,7.0
Male,Product,No,3,6,8.6,0.68,50,5.6,2,2,4,7,0,6.0
Female,Service,Yes,2,5,7.1,0.58,53,6.1,2,1,5,17,1,6.5
Female,Service,No,2,6,6.9,0.55,54,5.1,2,3,4,13,1,5.5
Female,Product,Yes,2,3,6.9,0.5,50,4.9,2,1,5,3,1,5.0
Male,Product,No,2,4,6.3,0.57,48,5.4,1,3,5,5,0,5.5
Male,Product,Yes,2,3,6.3,0.44,50,4.9,2,2,5,3,1,5.0
Male,Service,Yes,2,3,5.7,0.37,41,7.2,3,3,1,7,4,7.5
Female,Service,No,2,6,7.142192941760903,0.61,51,5.6,1,1,4,3,0,6.0
Male,Service,No,3,7,6.3,0.62,56,6.4,1,2,4,10,0,6.5
Male,Product,No,2,4,6.7,0.57,55,5.7,1,2,4,14,0,6.0
Female,Service,Yes,1,1,1.9,0.03,44,6.5,3,4,3,6,2,6.5
Male,Service,Yes,3,5,4.9,0.37,35,6.8,5,3,3,11,2,7.0
Male,Service,Yes,1,4,5.4,0.35,44,7.0,3,3,2,16,4,7.0
Male,Service,No,4,6,7.0,0.55,58,5.3,2,3,4,7,1,5.5
Female,Service,Yes,2,4,6.5,0.61,59,5.3,1,2,4,4,0,5.5
Male,Product,Yes,2,3,4.0,0.2,44,6.8,5,3,2,13,4,7.0
Female,Product,Yes,0,1,4.0,0.2,44,7.3,5,4,1,7,2,7.5
Female,Product,No,3,7,7.4250296084513865,0.64,52,5.4,2,1,5,13,0,5.5
Female,Service,No,1,2,5.604402274648854,0.43,51,5.8,2,1,4,15,0,6.0
Female,Service,Yes,1,3,3.7,0.17,36,6.7,4,4,2,11,2,7.0
Male,Service,No,2,4,5.2,0.47,56,5.6,1,2,4,5,0,6.0
Male,Service,No,0,1,2.8,0.12,38,6.9,3,4,1,17,3,7.0
Female,Service,No,5,10,10.690351193936756,1.0,48,4.9,1,2,4,4,0,5.0
Female,Product,No,3,6,8.2,0.65,53,4.6,1,2,4,5,1,5.0
Female,Service,Yes,3,4,5.5,0.42,57,6.0,2,2,4,13,0,6.0
Female,Service,No,1,1,3.6,0.28,42,7.3,4,3,3,3,4,7.5
Male,Product,Yes,2,5,6.9,0.67,56,5.3,2,3,5,5,1,5.5
Female,Product,No,5,9,9.4,0.88,55,5.8,2,3,4,3,0,6.0
Male,Service,Yes,1,3,3.6,0.29,37,8.3,4,3,1,6,5,8.5
Male,Service,No,2,5,6.8,0.6,51,5.3,1,1,4,19,0,5.5
Male,Service,Yes,0,1,3.8,0.17,41,6.8,4,5,2,18,4,7.0
Female,Product,Yes,1,2,1.6,0.08,37,6.7,4,4,2,15,2,7.0
Male,Service,No,2,4,5.4,0.48,48,5.1,2,2,4,3,0,5.5
Female,Service,No,2,4,7.3,0.51,55,5.6,2,3,4,6,0,6.0
Female,Service,Yes,0,2,4.0,0.3,36,7.3,4,5,1,17,2,7.5
Female,Service,No,2,4,7.0,0.54,53,5.8,1,2,5,6,0,6.0
Female,Service,No,4,8,7.8,0.74,48,5.1,1,1,5,19,1,5.5
Male,Service,Yes,1,3,3.4,0.29,40,7.6,5,3,3,17,5,8.0
Male,Product,No,3,6,7.4,0.52,49,4.8,1,2,5,15,0,5.0
Female,Product,No,3,6,6.6,0.46,57,5.9,1,2,5,6,1,6.0
Female,Service,No,1,3,4.7,0.37,44,7.4,3,3,1,16,3,7.5
Male,Service,Yes,1,4,4.7,0.36,44,6.6,3,3,3,19,3,7.0
Male,Product,No,2,5,4.9,0.39,37,7.4,3,4,2,11,3,7.5
Male,Service,No,2,6,8.7,0.7,50,5.9,2,1,4,10,1,6.0
Female,Product,No,2,4,5.6,0.38,44,6.1,5,3,2,9,3,6.5
Male,Service,Yes,5,9,9.4,0.88,53,5.7,2,2,5,10,0,6.0
Male,Service,Yes,1,2,3.6,0.22,42,6.4,4,3,3,19,3,6.5
Female,Service,No,3,6,7.2,0.63,48,5.9,2,2,5,8,1,6.0
Male,Service,No,4,8,7.763501929694401,0.68,56,5.7,2,2,4,17,1,6.0
Male,Product,No,2,5,7.2,0.66,54,5.6,1,2,4,4,0,6.0
Female,Service,Yes,2,5,6.5,0.49,51,6.1,1,3,4,11,1,6.5
Male,Product,No,3,7,8.61861745465087,0.77,51,6.2,2,3,4,14,1,6.5
Male,Service,No,1,2,5.2,0.44,53,5.0,2,1,4,17,1,5.0
Female,Service,No,2,4,7.1512134559005185,0.6,53,5.2,1,3,5,10,1,5.5
Male,Service,Yes,0,1,3.456197826543531,0.2,38,6.6,5,4,3,12,5,7.0
Female,Service,Yes,2,4,5.5,0.45,56,5.0,1,3,4,6,0,5.0
Female,Product,Yes,0,1,4.1,0.2,44,7.6,5,3,1,4,5,8.0
Male,Service,No,5,10,9.2,0.75,53,4.5,2,2,4,8,1,4.5
Female,Product,Yes,1,1,2.6,0.09,38,6.3,4,3,1,16,2,6.5
Female,Service,No,1,2,5.5,0.39,39,7.2,3,3,3,12,3,7.5
Male,Service,Yes,2,4,2.5,0.14,41,7.1,3,3,2,12,3,7.5
Female,Service,Yes,3,7,5.8,0.55,51,5.3,2,2,4,14,0,5.5
Female,Service,Yes,1,1,3.2,0.2,36,6.8,4,3,2,7,2,7.0
Male,Product,No,3,7,8.3,0.66,54,5.7,2,3,5,19,0,6.0
Male,Service,No,1,3,4.6,0.38,35,6.0,5,4,2,17,4,6.0
Female,Product,No,0,1,4.1,0.26,42,7.0,5,5,2,13,5,7.0
Female,Service,No,2,4,6.8,0.46,50,5.3,2,2,5,3,1,5.5
Male,Service,Yes,1,3,4.9,0.43,56,6.0,2,1,4,16,0,6.0
Male,Service,No,3,6,6.4,0.51,53,6.3,1,2,4,12,0,6.5
Male,Service,No,0,1,3.045466082404034,0.16,35,7.1,5,4,1,12,2,7.5
Female,Service,No,2,4,6.9,0.5,52,5.3,1,3,4,19,1,5.5
Female,Service,No,2,5,6.0,0.55,58,5.7,1,2,4,15,1,6.0
Female,Service,Yes,3,5,6.5,0.5,58,5.7,2,3,5,11,1,6.0
Female,Product,Yes,1,2,5.7,0.48,52,5.6,2,2,5,10,0,6.0
Male,Service,No,2,5,7.6,0.6,58,4.9,1,2,4,5,0,5.0
Male,Service,No,3,5,6.0,0.53,54,5.4,2,1,5,3,1,5.5
Female,Product,Yes,1,3,5.6,0.34,42,6.5,5,4,3,10,3,6.5
Female,Product,Yes,3,5,5.7,0.39,37,6.6,3,3,3,4,4,7.0
Female,Service,No,3,4,6.3,0.43,54,5.0,2,2,5,16,1,5.0
Male,Service,Yes,3,7,6.7,0.63,57,5.1,2,3,5,4,0,5.5
Male,Service,Yes,3,6,4.7,0.43,55,5.3,2,3,4,11,1,5.5
Female,Product,Yes,2,4,3.9,0.32,43,7.3,5,5,1,5,2,7.5
Male,Service,Yes,1,4,3.8,0.33,35,7.5,3,5,1,19,5,7.5
Female,Product,Yes,0,1,3.9,0.21,36,6.3,4,3,3,14,4,6.5
Male,Service,No,4,8,6.7,0.65,54,5.5,1,3,5,13,0,5.5
Female,Product,Yes,2,2,3.5,0.27,35,6.6,3,4,1,4,3,7.0
Female,Service,No,3,8,7.9,0.76,57,6.1,2,1,4,18,0,6.5
Female,Service,Yes,1,1,2.0,0.04,37,6.8,5,5,1,4,3,7.0
Female,Product,No,0,1,1.7,0.13,40,7.4,4,5,3,18,3,7.5
Female,Product,Yes,1,4,6.7,0.5,50,5.6,2,3,5,12,0,6.0
Female,Service,Yes,1,3,3.2,0.11,44,7.6,5,3,3,12,2,8.0
Female,Product,Yes,1,2,4.9,0.42,48,4.9,1,2,4,6,1,5.0
Male,Service,No,3,6,8.8,0.7,51,5.2,1,1,5,13,0,5.5
Male,Service,Yes,3,5,6.2,0.41,48,5.6,1,1,4,15,0,6.0
Male,Product,No,1,3,4.2,0.25,36,6.2,4,3,2,18,3,6.5
Female,Product,Yes,0,2,3.3,0.18,40,6.8,5,4,1,18,4,7.0
Female,Service,No,1,2,5.2,0.28,39,6.3,4,3,1,6,4,6.5
Male,Service,Yes,2,3,6.4,0.44,49,6.1,1,3,4,4,1,6.5
Female,Product,No,3,6,6.6,0.52,51,6.0,1,1,5,8,1,6.0
Female,Service,Yes,1,2,4.8,0.28,44,7.5,3,3,1,6,3,7.5
Female,Product,No,2,5,6.2,0.53,56,5.4,2,1,4,6,0,5.5
Female,Service,Yes,0,2,4.7,0.27,36,7.6,5,3,1,7,5,8.0
Female,Service,No,0,1,3.1,0.14,37,7.3,4,3,1,19,5,7.5
Female,Product,No,3,6,6.0,0.53,51,6.5,2,2,4,10,1,6.5
Male,Product,Yes,1,2,3.608092644303754,0.22,36,7.5,5,3,2,11,2,7.5
Female,Service,Yes,1,2,3.3,0.24,44,7.6,4,4,2,14,3,8.0
Female,Product,No,3,6,8.1,0.67,50,5.6,2,2,4,9,1,6.0
Female,Product,Yes,2,4,6.2,0.38,43,7.4,3,5,3,4,2,7.5
Male,Service,Yes,2,6,6.9,0.65,54,5.8,2,2,5,5,0,6.0
Female,Service,No,1,3,5.5,0.46,56,6.0,1,1,5,3,0,6.0
Female,Service,No,3,5,4.2,0.31,40,8.1,5,5,2,12,5,8.5
Female,Service,No,3,7,6.1,0.55,57,5.1,2,3,4,5,0,5.5
Female,Service,Yes,2,4,5.248150155066286,0.4,36,7.7,4,5,3,10,5,8.0
Female,Product,No,0,1,0.0,0.0,44,7.0,5,3,3,7,3,7.0
Female,Product,No,4,7,6.2,0.51,56,6.0,2,1,4,8,1,6.0
Female,Service,Yes,3,5,4.933753934149433,0.37,37,7.0,4,5,2,9,3,7.0
Female,Product,Yes,1,3,4.7,0.23,43,7.5,4,4,1,3,4,7.5
Female,Service,Yes,2,4,5.1,0.41,52,4.8,2,2,4,15,1,5.0
Female,Service,No,1,2,4.7,0.27,42,6.9,4,4,1,16,3,7.0
Male,Service,Yes,1,3,6.1,0.41,53,5.6,2,3,4,7,1,6.0
Female,Product,No,2,4,2.7,0.16,38,6.2,5,3,1,12,4,6.5
Male,Service,No,4,7,6.9,0.66,49,6.2,1,2,4,15,0,6.5
Female,Service,Yes,3,6,5.9,0.49,48,5.4,1,3,5,16,1,5.5
Female,Product,Yes,0,2,4.7201977944430284,0.34,42,7.4,4,4,3,5,3,7.5
Female,Service,No,1,3,4.4,0.29,44,7.9,5,5,3,4,3,8.0
Male,Service,Yes,3,5,6.5,0.47,57,6.0,1,1,4,11,0,6.0
Male,Product,Yes,0,1,2.2437834317496153,0.07,39,7.4,4,4,3,6,2,7.5
Female,Service,Yes,2,4,4.6,0.31,43,7.4,4,3,3,5,3,7.5
Female,Product,No,2,5,6.8,0.65,48,5.6,1,3,4,19,0,6.0
Female,Service,Yes,1,1,2.1,0.12,43,7.1,4,5,1,9,3,7.5
Male,Product,Yes,2,5,6.5,0.51,49,5.3,2,3,4,6,1,5.5
Male,Product,Yes,1,2,3.6,0.2,36,6.4,5,5,2,18,3,6.5
Female,Service,Yes,1,2,3.9,0.25,38,7.1,3,5,3,15,2,7.5
Male,Service,No,2,6,6.4,0.57,50,5.7,2,2,4,19,1,6.0
Female,Service,Yes,3,5,5.2,0.48,53,6.0,2,3,4,12,1,6.0
Male,Service,No,2,5,7.6,0.73,51,6.4,2,2,5,13,1,6.5
Female,Service,Yes,0,1,3.8,0.22,37,7.1,4,3,1,9,5,7.5
Female,Service,No,2,5,7.7,0.59,54,5.0,1,1,5,9,0,5.0
Male,Product,Yes,1,3,5.5,0.33,44,7.5,4,3,1,7,4,7.5
Male,Service,No,2,5,7.4,0.55,51,6.2,1,3,5,16,1,6.5
Male,Service,No,1,4,4.8,0.36,44,7.1,4,5,2,16,2,7.5
Male,Service,Yes,1,3,4.2,0.27,40,6.5,5,5,1,16,4,6.5
Female,Product,Yes,2,4,5.9,0.41,49,5.7,2,2,5,13,1,6.0
Female,Service,No,3,6,6.0,0.53,48,5.8,2,2,4,4,0,6.0
Female,Service,No,4,8,9.0,0.74,56,5.2,2,2,5,4,1,5.5
Female,Product,Yes,1,2,4.2,0.33,38,6.7,3,5,1,7,3,7.0
Male,Product,No,2,6,6.7,0.54,53,5.4,1,1,4,7,1,5.5
Female,Service,Yes,3,4,5.0687882867571705,0.38,43,6.8,4,3,2,5,2,7.0
Male,Service,Yes,3,6,6.1,0.56,59,5.7,1,2,4,4,1,6.0
Male,Service,No,1,3,5.2,0.32,38,7.0,4,4,3,19,3,7.0
Male,Service,No,4,7,6.7,0.51,49,5.5,1,2,5,9,1,5.5
Female,Service,Yes,2,4,5.6,0.35,40,6.8,4,5,2,14,3,7.0
Male,Service,No,1,2,5.3,0.49,59,5.3,2,3,4,16,1,5.5
Female,Service,Yes,4,6,7.7,0.67,51,5.1,2,2,5,7,1,5.5
Female,Service,No,2,4,3.5,0.29,37,7.4,5,3,3,6,4,7.5
Male,Service,Yes,1,2,4.354190547082277,0.3,35,7.4,4,5,2,13,2,7.5
Male,Service,No,2,4,4.7,0.4,37,6.4,5,4,3,5,3,6.5
Male,Service,Yes,3,6,5.0,0.35,42,7.4,4,5,3,13,4,7.5
Female,Service,Yes,1,2,4.7,0.23,42,6.2,3,5,1,16,3,6.5
Male,Product,Yes,1,4,6.4,0.41,58,5.6,2,1,4,16,1,6.0
Male,Service,Yes,3,6,7.3,0.59,49,5.1,1,1,4,15,0,5.5
Female,Product,Yes,1,4,5.1,0.39,44,6.1,3,5,1,14,2,6.5
Male,Product,No,2,5,6.363412374486182,0.52,56,4.7,1,3,5,12,0,5.0
Female,Product,Yes,1,4,6.0,0.44,58,5.1,2,3,5,15,0,5.5
Male,Service,No,4,7,7.6,0.68,53,5.5,1,2,5,16,0,5.5
Male,Service,No,2,4,6.0,0.42,55,5.5,1,1,4,19,0,5.5
Male,Service,Yes,3,5,6.3,0.44,55,5.6,1,2,4,17,1,6.0
Male,Service,No,3,5,5.0081906839580785,0.38,37,6.3,4,5,1,7,2,6.5
Female,Service,No,4,6,7.2,0.64,51,6.0,2,2,5,9,0,6.0
Female,Service,No,2,3,3.4,0.18,36,7.9,4,5,3,14,2,8.0
Male,Service,No,2,5,7.3,0.69,57,4.8,1,2,5,17,1,5.0
Male,Service,No,2,4,5.9,0.39,37,7.0,3,5,3,12,2,7.0
Female,Product,Yes,2,4,4.0,0.32,37,6.9,5,3,2,4,4,7.0
Male,Service,No,2,6,6.1,0.58,55,5.2,1,2,5,9,0,5.5
Male,Service,Yes,4,7,5.6,0.49,50,5.8,1,2,5,5,0,6.0
Male,Service,No,3,5,6.1,0.6,59,6.5,2,3,5,10,0,6.5
Male,Service,No,2,6,8.1,0.65,57,5.2,2,2,5,19,0,5.5
Female,Service,Yes,3,4,5.2,0.29,38,5.9,3,3,3,17,5,6.0
Male,Service,Yes,0,1,3.1,0.17,37,7.7,5,5,2,17,4,8.0
Female,Product,No,3,6,6.1,0.56,53,5.2,2,3,5,5,1,5.5
Female,Service,Yes,3,6,5.6,0.43,51,5.6,2,3,5,9,1,6.0
Male,Service,No,2,4,7.691941244386241,0.66,50,6.4,1,2,4,9,1,6.5
Female,Service,Yes,1,2,4.5,0.29,39,7.3,5,4,3,17,4,7.5
Male,Product,Yes,3,6,6.6,0.65,49,4.7,2,3,4,15,1,5.0
Female,Service,Yes,1,3,6.2,0.44,56,6.0,2,2,4,12,1,6.0
Female,Service,No,4,7,7.0,0.6,49,5.9,2,3,5,13,0,6.0
Female,Service,Yes,3,5,5.4,0.34,42,6.9,4,3,2,10,4,7.0
Male,Product,Yes,1,2,2.955317431051049,0.15,44,7.7,4,5,2,9,4,8.0
Female,Service,Yes,2,4,5.5,0.33,39,6.9,5,3,1,10,5,7.0
Female,Service,Yes,3,6,4.6,0.35,35,6.8,4,4,3,4,5,7.0
Male,Service,No,5,9,7.8,0.79,50,6.4,1,1,5,3,0,6.5
Female,Service,Yes,1,4,4.8,0.41,48,5.2,1,2,4,13,0,5.5
Male,Service,No,4,8,9.6,0.86,59,6.0,2,2,5,18,0,6.0
Female,Service,Yes,3,7,8.0,0.8,53,5.5,2,3,5,6,1,5.5
Female,Product,Yes,3,5,5.1,0.32,39,7.4,3,3,1,14,4,7.5
Female,Service,No,3,6,8.7,0.76,55,5.6,1,3,4,4,1,6.0
Female,Service,Yes,0,1,2.6,0.15,36,7.6,3,3,1,16,2,8.0
Female,Product,No,3,5,5.7,0.54,56,5.3,1,1,5,7,1,5.5
Male,Service,No,4,8,8.8,0.7,56,5.2,1,2,4,15,1,5.5
Female,Service,No,3,7,7.7,0.57,59,4.1,2,3,4,12,1,4.5
Female,Product,No,1,3,5.5,0.44,58,4.7,2,1,5,6,1,5.0
Female,Product,No,3,6,4.9,0.32,39,7.1,4,5,1,6,4,7.5
Female,Product,No,3,5,4.7,0.38,37,6.1,3,4,3,6,5,6.5
Male,Product,No,4,7,9.2,0.82,49,5.6,1,3,4,18,0,6.0
Male,Product,No,3,7,6.2,0.58,48,5.3,2,3,4,15,1,5.5
Female,Service,No,5,10,9.5,0.94,53,5.2,1,2,5,9,1,5.5
Female,Service,No,3,6,5.3,0.43,54,5.1,2,1,5,9,0,5.5
Male,Product,No,2,5,8.3,0.64,59,5.7,2,2,4,3,0,6.0
Female,Service,Yes,1,4,6.8,0.5,51,4.9,2,2,4,11,0,5.0
Female,Product,Yes,5,9,9.4,1.0,52,4.7,2,2,4,4,0,5.0
Male,Service,No,3,5,5.437884727829697,0.42,56,6.5,1,3,4,13,0,6.5
Female,Product,No,2,3,6.1,0.41,49,6.0,1,1,4,4,1,6.0
Male,Service,Yes,2,3,3.3,0.25,40,7.6,4,5,2,5,5,8.0
Male,Service,No,2,6,5.5,0.51,59,5.2,1,3,5,8,0,5.5
Male,Service,Yes,1,3,5.0586361779016205,0.38,42,7.2,4,3,2,18,4,7.5
Female,Product,Yes,1,2,1.5374989841799092,0.0,39,6.6,3,4,1,9,4,7.0
Male,Service,No,2,7,8.8,0.8,52,6.0,2,2,5,18,0,6.0
Female,Service,No,2,4,5.7,0.36,35,7.5,4,3,3,19,5,7.5
Female,Service,Yes,3,4,4.3,0.38,36,6.0,3,3,1,5,5,6.0
Female,Product,Yes,1,4,6.2,0.41,50,5.5,2,1,5,12,1,5.5
Female,Product,No,3,5,7.1,0.64,58,5.5,2,3,4,16,1,5.5
Female,Service,Yes,2,5,3.7,0.3,42,7.3,3,5,1,18,3,7.5
Male,Product,No,3,6,5.7,0.44,48,5.9,2,2,4,14,1,6.0
Male,Service,No,1,1,3.6,0.15,36,7.1,4,3,2,9,4,7.5
Female,Service,No,4,8,7.5,0.71,58,5.6,2,2,4,10,1,6.0
Male,Service,No,2,5,6.8,0.54,57,6.0,2,2,4,15,1,6.0
Female,Service,Yes,2,3,5.7,0.44,51,5.6,2,1,4,18,1,6.0
Female,Service,No,1,2,0.7,0.0,39,7.6,4,4,1,12,2,8.0
Female,Service,Yes,1,4,5.800819750370883,0.46,59,6.0,2,2,4,8,1,6.0
Female,Service,Yes,1,2,2.9,0.15,36,7.6,4,5,1,10,3,8.0
Male,Product,Yes,2,3,2.9,0.22,38,6.3,4,5,3,16,4,6.5
Male,Product,No,1,1,1.3,0.06,36,7.6,5,5,1,4,4,8.0
Male,Service,No,3,5,6.650333060408037,0.55,59,6.3,1,2,4,9,1,6.5
Female,Service,Yes,3,7,7.5,0.77,48,5.2,1,2,5,4,0,5.5
Male,Service,No,2,3,6.3,0.48,58,5.8,2,1,5,16,1,6.0
Female,Service,Yes,2,4,5.6,0.43,52,5.0,1,3,4,10,0,5.0
Male,Service,Yes,2,4,2.8,0.11,40,6.9,5,5,3,9,2,7.0
Male,Service,Yes,2,6,7.5,0.76,53,5.8,2,3,5,15,1,6.0
Male,Service,No,1,1,5.1,0.29,44,7.4,5,5,1,13,3,7.5
Male,Service,Yes,4,7,6.4,0.63,50,6.3,2,2,5,18,1,6.5
Female,Service,Yes,3,7,7.1,0.58,53,5.4,2,1,4,19,1,5.5
Female,Product,Yes,2,5,5.8,0.48,57,5.1,1,3,5,14,0,5.5
Male,Service,Yes,0,1,3.4,0.18,44,6.6,4,5,3,17,4,7.0
Male,Product,No,3,5,7.3,0.6,49,5.7,1,1,5,11,1,6.0
Male,Product,Yes,1,2,4.4,0.24,36,7.7,3,3,1,19,5,8.0
Female,Service,Yes,2,3,4.3,0.35,43,7.2,3,4,2,5,4,7.5
Male,Service,No,1,3,4.8,0.39,37,7.2,4,5,1,10,5,7.5
Male,Service,No,2,6,5.9,0.53,56,6.1,2,3,4,19,1,6.5
Female,Service,Yes,2,3,4.4,0.34,44,7.1,3,5,1,18,4,7.5
Male,Product,No,2,4,6.4,0.54,55,5.7,1,1,4,15,0,6.0
Female,Product,Yes,1,4,5.4,0.41,58,5.7,1,2,4,14,0,6.0
Female,Service,No,2,4,5.3,0.44,50,5.1,1,3,4,17,1,5.5
Female,Service,Yes,0,1,2.1,0.12,40,7.2,5,5,1,6,4,7.5
Female,Service,Yes,3,5,6.7,0.45,57,5.3,2,1,4,9,1,5.5
Male,Service,No,2,5,4.3,0.36,40,7.2,5,4,2,17,2,7.5
Male,Service,No,0,1,0.2,0.0,41,5.8,4,4,3,9,3,6.0
Male,Service,Yes,2,3,4.0,0.31,36,7.2,4,5,1,18,5,7.5
Female,Service,No,3,8,9.5,0.93,59,5.9,1,3,5,14,0,6.0
Female,Service,Yes,2,3,2.8,0.15,38,6.4,4,4,1,5,2,6.5
Female,Service,Yes,0,1,0.2,0.0,35,6.6,3,3,2,17,2,7.0
Female,Product,No,3,5,5.1,0.38,39,7.1,3,4,3,12,4,7.5
Male,Service,Yes,2,4,3.8,0.31,43,7.2,4,3,3,4,4,7.5
Female,Product,No,3,7,6.305903965398866,0.52,56,5.4,2,1,5,3,1,5.5
Female,Service,Yes,1,2,5.2,0.27,43,6.8,5,3,1,18,5,7.0
Male,Product,Yes,3,5,6.8,0.47,51,5.6,2,3,5,9,0,6.0
Male,Service,No,1,3,5.5,0.35,37,7.3,5,5,3,18,5,7.5
Male,Product,No,3,6,7.0,0.69,52,4.8,1,1,4,15,1,5.0
Female,Product,Yes,2,5,6.3445179503229046,0.52,48,5.2,2,1,4,18,0,5.5
Male,Service,Yes,4,8,8.1,0.69,55,5.3,2,3,4,16,0,5.5
Male,Service,Yes,2,4,5.0,0.38,38,6.2,4,4,2,11,3,6.5
Male,Product,No,2,4,7.2,0.57,57,5.0,1,1,5,19,1,5.0
Male,Service,Yes,2,5,7.7,0.58,56,5.3,1,1,4,9,1,5.5
Female,Service,Yes,0,1,2.6,0.09,42,7.6,4,5,2,19,5,8.0
Female,Service,Yes,2,4,6.0,0.46,49,5.7,2,2,5,19,0,6.0
Female,Service,Yes,0,1,3.2,0.12,41,6.9,4,4,2,18,3,7.0
Male,Service,No,3,7,8.1,0.75,50,6.0,2,3,5,12,0,6.0
Female,Service,Yes,1,3,5.5,0.47,54,5.8,2,3,5,17,0,6.0
Female,Product,Yes,2,3,1.2,0.05,40,6.0,3,5,1,9,5,6.0
Male,Service,No,3,7,7.6,0.79,52,5.9,2,2,5,15,0,6.0
Male,Service,Yes,3,5,7.4,0.63,56,4.7,2,3,4,13,0,5.0
Male,Service,Yes,3,5,5.4,0.42,56,5.8,1,2,4,5,1,6.0
Male,Service,Yes,1,3,5.5,0.46,59,5.7,1,2,4,17,0,6.0
Male,Service,Yes,2,4,6.1,0.5,56,5.4,1,3,4,18,0,5.5
Male,Product,Yes,2,3,5.6,0.32,35,7.7,3,3,2,9,2,8.0
Female,Service,Yes,1,4,4.5,0.35,37,7.4,4,3,2,7,5,7.5
Male,Product,No,4,6,6.5,0.49,51,5.5,2,1,4,14,1,5.5
Female,Service,Yes,0,2,2.6,0.16,40,7.4,5,4,3,9,4,7.5
Female,Service,Yes,2,3,3.7,0.29,39,6.5,3,3,1,4,5,6.5
